Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,created_at
37,No,Travel_Rarely,890.3333333,Research & Development,1,2,Medical,1,340,3,Female,117.1491228,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,21/01/2026
45,No,Travel_Frequently,243.7142857,Research & Development,7,4,Life Sciences,1,341,1,Male,32.06766917,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,13/11/2025
37,Yes,Travel_Frequently,1074.904762,Research & Development,10,3,Medical,1,342,1,Male,141.4348371,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,2/02/2026
39,No,Travel_Frequently,305.7142857,Research & Development,2,4,Technical Degree,1,343,3,Female,40.22556391,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,2/02/2026
29,No,Travel_Rarely,1079.666667,Research & Development,15,3,Life Sciences,1,346,3,Male,142.0614035,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,20/01/2026
42,No,Travel_Rarely,1096,Research & Development,17,2,Life Sciences,1,347,4,Female,144.2105263,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,12/01/2026
29,No,Travel_Rarely,511.047619,Sales,20,2,Marketing,1,349,4,Male,67.24310777,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2,12/01/2026
25,No,Travel_Rarely,357.3809524,Research & Development,1,3,Life Sciences,1,350,1,Female,47.02380952,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,23/11/2025
42,No,Travel_Rarely,381.2857143,Research & Development,2,3,Medical,1,351,4,Female,50.16917293,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,9/11/2025
40,No,Travel_Rarely,283.2857143,Research & Development,2,2,Medical,1,352,1,Male,37.27443609,3,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,8/12/2025
51,No,Travel_Rarely,1106.238095,Research & Development,1,3,Life Sciences,1,353,3,Male,145.5576441,3,1,Research Scientist,4,Married,2723,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0,23/11/2025
31,Yes,Travel_Frequently,554.8571429,Research & Development,29,2,Medical,1,355,3,Male,73.0075188,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4,7/01/2026
32,No,Travel_Frequently,1241.047619,Research & Development,7,3,Life Sciences,1,359,2,Male,163.2957393,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,6/01/2026
38,No,Non-Travel,937.2380952,Sales,2,2,Life Sciences,1,361,4,Male,123.320802,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5,29/11/2025
32,No,Travel_Rarely,939.8571429,Research & Development,2,1,Technical Degree,1,362,4,Male,123.6654135,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,14/11/2025
46,No,Travel_Rarely,713.1904762,Sales,2,3,Technical Degree,1,363,3,Female,93.84085213,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,28/01/2026
28,Yes,Travel_Rarely,711.1904762,Research & Development,2,4,Life Sciences,1,364,1,Male,93.57769424,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0,4/02/2026
29,No,Travel_Rarely,175.5714286,Sales,2,3,Medical,1,366,1,Male,23.10150376,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,15/01/2026
31,No,Travel_Rarely,686.0952381,Research & Development,23,3,Medical,1,367,2,Male,90.27568922,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8,22/11/2025
25,No,Non-Travel,875.4285714,Research & Development,5,2,Life Sciences,1,369,2,Male,115.1879699,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5,18/11/2025
45,No,Travel_Rarely,357.1904762,Research & Development,20,2,Medical,1,372,3,Male,46.99874687,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10,8/01/2026
36,No,Travel_Rarely,964.3333333,Research & Development,6,3,Life Sciences,1,373,4,Male,126.8859649,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11,10/01/2026
55,No,Travel_Rarely,901.8095238,Research & Development,1,3,Medical,1,374,4,Male,118.6591479,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,20/01/2026
47,Yes,Non-Travel,488.952381,Research & Development,29,4,Life Sciences,1,376,1,Male,64.3358396,3,3,Manager,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9,24/11/2025
28,No,Travel_Rarely,124.4285714,Research & Development,9,3,Medical,1,377,4,Male,16.37218045,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,22/12/2025
37,No,Travel_Rarely,1086.904762,Sales,6,4,Medical,1,378,3,Male,143.0137845,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,27/01/2026
21,No,Travel_Rarely,501.4761905,Research & Development,3,2,Medical,1,379,4,Male,65.98370927,2,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0,7/02/2026
37,No,Non-Travel,556.047619,Research & Development,1,4,Medical,1,380,1,Female,73.1641604,3,3,Research Director,4,Divorced,13603,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2,6/12/2025
35,No,Travel_Rarely,909.5238095,Research & Development,22,3,Life Sciences,1,381,2,Female,119.6741855,4,3,Manager,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2,6/02/2026
38,No,Travel_Rarely,913.8571429,Sales,7,2,Medical,1,382,1,Female,120.2443609,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7,14/12/2025
26,No,Travel_Frequently,1274.619048,Research & Development,1,3,Life Sciences,1,384,3,Female,167.7130326,3,2,Manufacturing Director,2,Divorced,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4,20/01/2026
50,No,Travel_Rarely,753.0952381,Research & Development,4,1,Life Sciences,1,385,1,Male,99.0914787,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6,28/01/2026
53,No,Travel_Rarely,1000.761905,Research & Development,3,4,Medical,1,386,3,Male,131.679198,3,4,Research Director,3,Married,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3,1/11/2025
42,No,Travel_Rarely,1168.190476,Sales,1,1,Life Sciences,1,387,2,Male,153.7092732,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,20/11/2025
29,No,Travel_Frequently,964.7619048,Sales,2,2,Life Sciences,1,388,2,Male,126.9423559,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,1/02/2026
55,No,Travel_Rarely,760.5714286,Research & Development,20,2,Technical Degree,1,389,2,Male,100.075188,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8,16/12/2025
26,No,Travel_Frequently,1082,Research & Development,11,2,Medical,1,390,1,Male,142.3684211,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,6/12/2025
37,No,Travel_Rarely,756.2380952,Research & Development,1,3,Life Sciences,1,391,4,Female,99.50501253,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7,25/11/2025
44,Yes,Travel_Frequently,948.5714286,Research & Development,24,3,Life Sciences,1,392,4,Male,124.8120301,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,26/01/2026
38,No,Travel_Rarely,899.952381,Research & Development,23,4,Life Sciences,1,393,4,Male,118.414787,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,26/01/2026
26,Yes,Travel_Rarely,675.2380952,Research & Development,16,4,Medical,1,394,1,Male,88.84711779,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,7/12/2025
28,No,Travel_Rarely,213.7142857,Research & Development,8,2,Life Sciences,1,395,4,Female,28.12030075,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,22/01/2026
49,No,Travel_Frequently,1218.761905,Research & Development,10,4,Life Sciences,1,396,3,Female,160.3634085,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,14/11/2025
36,No,Travel_Rarely,1251.666667,Research & Development,3,3,Technical Degree,1,397,3,Male,164.6929825,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,22/12/2025
31,No,Travel_Frequently,186.1428571,Sales,5,3,Marketing,1,399,4,Female,24.4924812,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,4/12/2025
26,Yes,Travel_Rarely,402.3809524,Sales,4,4,Marketing,1,401,4,Male,52.94486216,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,30/11/2025
37,No,Travel_Frequently,543.3809524,Research & Development,9,3,Medical,1,403,2,Male,71.49749373,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,20/11/2025
42,No,Travel_Frequently,707.8095238,Sales,26,3,Marketing,1,404,3,Female,93.13283208,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,1/01/2026
18,Yes,Travel_Rarely,1201.571429,Research & Development,3,3,Life Sciences,1,405,3,Male,158.1015038,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,9/01/2026
35,No,Travel_Rarely,242.8571429,Sales,16,3,Marketing,1,406,3,Male,31.95488722,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,3/12/2025
36,No,Travel_Frequently,339.1428571,Research & Development,18,4,Life Sciences,1,407,3,Male,44.62406015,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,22/11/2025
51,No,Travel_Rarely,777.1904762,Research & Development,2,3,Medical,1,408,4,Male,102.2619048,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,4/12/2025
41,No,Travel_Rarely,756.952381,Sales,2,4,Life Sciences,1,410,4,Male,99.59899749,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,30/12/2025
18,No,Travel_Rarely,463.047619,Sales,10,3,Medical,1,411,4,Female,60.9273183,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,5/11/2025
28,No,Travel_Rarely,229.7142857,Research & Development,16,2,Medical,1,412,2,Male,30.22556391,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,9/01/2026
31,No,Travel_Rarely,582.9047619,Sales,7,3,Technical Degree,1,416,2,Male,76.69799499,4,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,7/12/2025
39,No,Travel_Rarely,521.047619,Research & Development,1,3,Medical,1,417,3,Male,68.55889724,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,4/01/2026
36,No,Non-Travel,329.8571429,Research & Development,24,4,Life Sciences,1,419,2,Female,43.40225564,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,1/11/2025
32,No,Travel_Rarely,808.8095238,Sales,7,3,Life Sciences,1,420,4,Male,106.4223058,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,17/12/2025
38,No,Travel_Rarely,1271.761905,Research & Development,25,2,Life Sciences,1,421,1,Female,167.3370927,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,8/11/2025
58,No,Non-Travel,812.1904762,Research & Development,1,4,Life Sciences,1,422,4,Male,106.8671679,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2,23/11/2025
31,No,Travel_Rarely,479.8571429,Research & Development,5,4,Technical Degree,1,423,3,Male,63.13909774,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,14/12/2025
31,No,Travel_Rarely,848.6666667,Human Resources,2,3,Human Resources,1,424,1,Male,111.6666667,2,2,Human Resources,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0,8/12/2025
45,No,Travel_Frequently,967.047619,Research & Development,7,3,Life Sciences,1,425,1,Male,127.2431078,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,14/11/2025
31,No,Travel_Rarely,368.9047619,Research & Development,2,4,Life Sciences,1,426,3,Male,48.54010025,3,1,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2,7/01/2026
33,No,Travel_Frequently,1112.571429,Research & Development,5,4,Life Sciences,1,428,4,Female,146.3909774,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,6/02/2026
39,No,Travel_Rarely,255,Research & Development,10,1,Medical,1,429,3,Male,33.55263158,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,12/11/2025
43,No,Travel_Frequently,508.3333333,Research & Development,10,4,Life Sciences,1,430,3,Female,66.88596491,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7,14/01/2026
49,No,Travel_Rarely,848.0952381,Research & Development,1,2,Technical Degree,1,431,3,Female,111.5914787,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,7/01/2026
52,Yes,Travel_Rarely,845.0952381,Research & Development,8,4,Medical,1,433,3,Male,111.1967419,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7,9/02/2026
27,No,Travel_Rarely,997.047619,Research & Development,5,3,Life Sciences,1,434,3,Female,131.1904762,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,10/02/2026
32,No,Travel_Rarely,1172.571429,Sales,8,2,Technical Degree,1,436,3,Female,154.2857143,2,2,Sales Executive,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9,15/01/2026
27,No,Travel_Rarely,249.6190476,Sales,2,3,Life Sciences,1,437,4,Male,32.84461153,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,5/12/2025
31,No,Travel_Rarely,340.1428571,Sales,7,3,Marketing,1,438,4,Male,44.7556391,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,8/12/2025
32,No,Travel_Rarely,502.7142857,Research & Development,2,4,Medical,1,439,1,Female,66.14661654,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,25/12/2025
28,Yes,Travel_Rarely,1177.952381,Research & Development,2,4,Medical,1,440,1,Male,154.9937343,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,9/11/2025
30,No,Travel_Rarely,568.2857143,Research & Development,28,2,Medical,1,441,4,Female,74.77443609,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,23/12/2025
31,No,Travel_Frequently,668.2857143,Research & Development,7,2,Life Sciences,1,442,3,Female,87.93233083,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,11/01/2026
39,No,Travel_Frequently,1006.714286,Research & Development,7,2,Medical,1,444,3,Male,132.462406,2,5,Manager,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,12/12/2025
39,Yes,Travel_Rarely,846.5714286,Sales,3,2,Medical,1,445,4,Female,111.3909774,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,6/02/2026
33,No,Travel_Frequently,205.5714286,Sales,10,3,Marketing,1,446,2,Male,27.04887218,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,18/12/2025
47,No,Travel_Rarely,779.7619048,Research & Development,5,5,Life Sciences,1,447,4,Male,102.6002506,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,6/11/2025
43,No,Travel_Frequently,296.5238095,Research & Development,10,4,Life Sciences,1,448,3,Female,39.01629073,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,12/12/2025
27,No,Non-Travel,1052.714286,Sales,1,1,Marketing,1,449,3,Male,138.5150376,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,29/01/2026
54,No,Travel_Frequently,804.047619,Research & Development,20,4,Life Sciences,1,450,4,Female,105.7957393,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,16/01/2026
43,No,Travel_Rarely,441.047619,Research & Development,7,3,Life Sciences,1,451,3,Female,58.03258145,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,27/12/2025
45,No,Travel_Rarely,441.8095238,Research & Development,8,4,Other,1,452,4,Male,58.13283208,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,27/12/2025
40,No,Travel_Rarely,632.047619,Sales,1,2,Medical,1,453,2,Male,83.1641604,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,1/11/2025
29,Yes,Travel_Rarely,226.6190476,Research & Development,8,4,Other,1,454,2,Male,29.81829574,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,12/11/2025
29,No,Travel_Rarely,362.9047619,Research & Development,9,5,Other,1,455,2,Male,47.75062657,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,26/01/2026
30,No,Travel_Rarely,258.6190476,Sales,5,3,Marketing,1,456,4,Female,34.02882206,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,5/11/2025
27,No,Travel_Rarely,162.6190476,Sales,8,4,Marketing,1,458,2,Female,21.39724311,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,12/12/2025
37,No,Travel_Rarely,1103.666667,Research & Development,5,2,Medical,1,460,4,Male,145.2192982,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,3/11/2025
38,No,Travel_Rarely,746.7619048,Research & Development,15,2,Life Sciences,1,461,3,Male,98.25814536,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,7/11/2025
31,No,Travel_Rarely,1224.428571,Research & Development,7,4,Medical,1,462,3,Female,161.1090226,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,24/01/2026
29,No,Travel_Rarely,565.047619,Sales,10,1,Marketing,1,463,4,Female,74.34837093,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,16/11/2025
35,No,Travel_Rarely,869.7142857,Research & Development,5,4,Technical Degree,1,464,3,Male,114.4360902,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,2/01/2026
23,No,Travel_Rarely,766.2857143,Research & Development,26,1,Life Sciences,1,465,3,Male,100.8270677,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,13/11/2025
41,No,Travel_Rarely,481.4285714,Research & Development,6,3,Medical,1,466,4,Male,63.34586466,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,7/02/2026
47,No,Travel_Frequently,1226.238095,Sales,4,1,Medical,1,467,2,Male,161.3471178,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,7/11/2025
42,No,Travel_Rarely,757.1904762,Research & Development,23,5,Life Sciences,1,468,1,Female,99.63032581,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,15/12/2025
29,No,Non-Travel,806.0952381,Sales,2,3,Life Sciences,1,469,4,Male,106.0651629,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,14/01/2026
42,No,Travel_Rarely,1143.666667,Human Resources,2,1,Technical Degree,1,470,3,Male,150.4824561,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,14/01/2026
32,No,Travel_Rarely,188.3809524,Research & Development,2,3,Medical,1,471,3,Female,24.78696742,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,12/12/2025
48,No,Travel_Rarely,1141.809524,Sales,29,1,Medical,1,473,1,Female,150.2380952,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,21/12/2025
37,No,Travel_Rarely,809.5714286,Research & Development,6,3,Medical,1,474,3,Male,106.5225564,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,2/12/2025
30,No,Non-Travel,289,Sales,25,2,Technical Degree,1,475,4,Female,38.02631579,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,22/12/2025
26,No,Travel_Rarely,959.8095238,Sales,1,3,Life Sciences,1,476,3,Male,126.2907268,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,2/12/2025
42,No,Travel_Rarely,813.2380952,Research & Development,2,4,Other,1,477,1,Male,107.0050125,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,15/11/2025
21,Yes,Travel_Frequently,435.7142857,Sales,1,1,Technical Degree,1,478,1,Female,57.33082707,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,24/01/2026
36,No,Non-Travel,727.4285714,Sales,1,5,Medical,1,479,4,Female,95.71428571,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,5/01/2026
36,No,Travel_Frequently,345.047619,Sales,3,4,Medical,1,481,1,Male,45.40100251,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,10/11/2025
57,No,Travel_Rarely,141.2857143,Research & Development,1,4,Medical,1,482,4,Male,18.59022556,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,11/11/2025
40,No,Travel_Rarely,1071.190476,Research & Development,10,4,Life Sciences,1,483,4,Female,140.9461153,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,1/01/2026
21,No,Non-Travel,135.7619048,Sales,9,2,Medical,1,484,1,Male,17.86340852,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,14/11/2025
33,Yes,Travel_Rarely,435.7142857,Sales,5,3,Marketing,1,485,4,Female,57.33082707,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,13/12/2025
37,No,Travel_Rarely,841.0952381,Research & Development,10,3,Medical,1,486,3,Female,110.6704261,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,4/02/2026
46,No,Non-Travel,764,Research & Development,7,4,Medical,1,487,3,Female,100.5263158,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,16/01/2026
41,Yes,Travel_Frequently,455.1428571,Sales,4,3,Marketing,1,488,1,Male,59.88721805,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,4/02/2026
50,No,Travel_Rarely,131.1904762,Research & Development,10,3,Technical Degree,1,491,4,Male,17.26190476,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,11/12/2025
40,Yes,Travel_Rarely,290.952381,Sales,22,2,Marketing,1,492,3,Male,38.28320802,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,8/01/2026
31,No,Travel_Rarely,359.5714286,Research & Development,9,4,Life Sciences,1,493,3,Male,47.31203008,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,23/11/2025
21,Yes,Travel_Rarely,1210.571429,Sales,12,3,Life Sciences,1,494,3,Female,159.2857143,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,3/02/2026
29,No,Travel_Rarely,865.1428571,Research & Development,23,3,Life Sciences,1,495,4,Male,113.8345865,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,8/11/2025
